State,District,Contractor,Contract/Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description
CA,CA-34,SOCIETY OF HISPANIC PROFESSIONAL ENGINEERS INCORPORATED,NNM05ZA02G Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"LOS ANGELES, CA (District 34)",05/16/2005,07/22/2005,"Nonprofit Organization,, Grant For Research",Non-Profit Institutions - ,"$49,902","$49,902",[None Indicated],N/A,N/A,NASA/SHPE INTERNSHIP SCOLARSHIP
CA,CA-29,CALIFORNIA INSTITUTE OF TECHNOLOGY,NMO715736 Modification 1,NOJMO - NASA Office of JPL Management and Oversight,"PASADENA, CA (District 29)",05/17/2005,08/31/2005,"Federal Government,, Cost Plus Award Fee",Government - ,"$22,184",$0,541710,N/A,N/A,PRECISION TRAJECT & FORM
CA,CA-08,SMITH KETTLEWELL EYE RES INST,NAG91461 Modification 4,JSC - Johnson Space Flight Center,"San Francisco, CA (District 08)",05/17/2005,09/23/2005,"Nonprofit Organization,, Grant For Research",Non-Profit Institutions - ,$0,$0,[None Indicated],N/A,N/A,PRESIDENTIAL AWARD/PROCESSING MOTIOIN SIGNALS IN COMPLEX ENVIRONMENTS
CA,CA-46,BOEING CO,NNM05AB18C Modification 1,MSFC - Marshall Space Flight Center,"HUNTINGTON BEACH, CA (District 46)",05/17/2005,02/27/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541710,N/A,N/A,4200103168 IN SPACE CRYOGENIC PROPELLANT DEPOT
CA,CA-23,TECOLOTE RESEARCH INC,NNH05PQ19P Modification 0 (Base Record),HQ - Headquarters Acquisition Division,"Goleta, CA (District 23)",05/17/2005,04/20/2006,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$2,950","$2,950",[None Indicated],N/A,N/A,"RENEWAL OF ANNUAL SITE FEE FOR ACEIT DISTRIBUTION, MAINTENANCE, AND SUPPORT."
CA,CA-48,NEWPORT CORPORATION,NNG05HG07P Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Irvine, CA (District 48)",05/17/2005,07/01/2005,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$6,061","$6,061",[None Indicated],N/A,N/A,"VERTICAL TRANSIALATION STAGE MVN 120; MICROMETER, 40MM TRAVEL BM25.40; BASE PLATE; LASER MOUNT WITH TIP/TILT CAPABILITY ULM-TILT; SHIPPING"
CA,CA-22,PACIFIC POWER INCORPORATED,NND05AB96P Modification 0 (Base Record),AFRC - Armstrong Flight Research Center,"EDWARDS, CA (District 22)",05/17/2005,05/27/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$6,338","$6,338",811118,N/A,N/A,PURCHASE OF GENERATORS
CA,CA-14,DUNIWAY STOCKROOM CORPORATION,NNA05BF36P Modification 0 (Base Record),ARC - Ames Research Center,"Mountain View, CA (District 14)",05/17/2005,06/13/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$6,900","$6,900",454111,N/A,N/A,Leybold wsu-251 blower
CA,CA-41,ENVIRONMENTAL SYSTEMS RESEARCH,NNG05HP41D Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"REDLANDS, CA (District 41)",05/17/2005,03/31/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$14,828","$14,828",541519,N/A,N/A,SOFTWARE MAINTENANCE RENEWAL 
CA,CA-08,UNIV CALIF SAN FRANCISCO,NNJ04HC75A Modification 4,JSC - Johnson Space Flight Center,"San Francisco, CA (District 08)",05/17/2005,06/30/2006,"Educational Institution,Nonprofit Organization,State Government,, Cooperative Agreement",Educational - ,"$24,080",$0,[None Indicated],N/A,N/A,SUB-REGIONAL ASSESSMENT OF BONE LOSS IN THE SKELET ON IN LONG-TERM SPACEFLIGHT
CA,CA-12,ARES CORPORATION,C75926N Modification 32,GRC - Glenn Research Center,"Burlingame, CA (District 12)",05/17/2005,03/31/2006,"Veteran Owned,, Firm Fixed Price",Other Than Small Business - ,"$28,000","$28,000",561210,N/A,N/A,FUNDING FOR PROCESS BASED MISSION ASSURANCE TASKS
CA,CA-14,SRI INTERNATIONAL,NNG05GJ71G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Menlo Park, CA (District 14)",05/17/2005,05/14/2006,"Nonprofit Organization,, Grant For Research",Non-Profit Institutions - ,"$46,980","$46,980",[None Indicated],N/A,N/A,O-ATOM REACTIONS ON MESOSPHERIC ICE & DUST
CA,CA-14,FOOTHILL DE ANZA COLLEGE DIST,NGT252280 Modification 51,ARC - Ames Research Center,"MOUNTAIN VIEW, CA (District 14)",05/17/2005,06/30/2005,"Educational Institution,Nonprofit Organization,, Grant For Research",Educational - ,"$57,729","$57,729",[None Indicated],N/A,N/A,EXPERIMENTAL INTERNSHIPS SUPPORTING ASTROBIOLOGY A EROSPACE TECHNOLOGY & INFORMATION TECHNOLOGY
CA,CA-09,UNIV CALIF BERKELEY,NAG512167 Modification 3,GSFC - Goddard Space Flight Center,"Berkeley, CA (District 09)",05/17/2005,05/14/2006,"Educational Institution,, Grant For Research",Educational - ,"$80,000",$0,[None Indicated],N/A,N/A,CHONDRITIC METEORITES AND PLANETESIMALS
CA,CA-29,CALIFORNIA INSTITUTE OF TECH,NNG05GJ37G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Pasadena, CA (District 29)",05/17/2005,04/30/2008,"Educational Institution,Nonprofit Organization,, Grant For Research",Educational - ,"$86,000","$86,000",[None Indicated],N/A,N/A,YOUNG SOLAR ANALOGS: COMPANION SEARCH VIA ADAPTIVE OPTICS IMAGING & PHOTOSPHERIC CHARACTERIZATION VIA ECHELLE SPECTROSCOPY
CA,CA-07,YLA INCORPORATED,NNC05QA47P Modification 0 (Base Record),GRC - Glenn Research Center,"Benicia, CA (District 07)",05/17/2005,10/31/2005,"[No Vendor Indicators Found], Cost Plus Fixed Fee",Other Than Small Business - ,"$122,000","$122,000",325998,N/A,N/A,POLYMER CARBON FIBERS
CA,CA-08,NORTHERN CALIF INSTITUTE R & E,NCC90161 Modification 9,JSC - Johnson Space Flight Center,"SAN FRANCISCO, CA (District 08)",05/17/2005,09/30/2005,"Nonprofit Organization,, Cooperative Agreement",Non-Profit Institutions - ,"$134,357",$0,[None Indicated],N/A,N/A,CREW MEMBER & CREW GROUND INTERACTIONS DURING INTERNATIONAL SPACE STATION MISSION
CA,CA-14,RAYTHEON COMPANY,ARC00200005CA61371DGS35F4097G Modification 37,ARC - Ames Research Center,"MOUNTAIN VIEW, CA (District 14)",05/17/2005,06/17/2005,"Corporate Entity Not Tax Exempt,For Profit Organization,Manufacturer Of Goods,, Firm Fixed Price",Other Than Small Business - ,"$137,144","$137,144",541511,N/A,N/A,PROVIDE MGMT & ADMIN SVCE NECESSARY TO SUPPORT TRANSITION OF ICSS CONTRACT TO RAYTHEON
CA,CA-16,SAN JOSE STATE UNIVERSITY FOUNDATION,NNG05GJ86G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"San Jose, CA (District 16)",05/17/2005,05/14/2007,"Educational Institution,Minority Institution,Nonprofit Organization,, Grant For Research",Educational - ,"$194,348","$194,348",[None Indicated],N/A,N/A,NASA EXPLORER SCHOOL'S PRE-ALGEBRA 9NESPA
CA,CA-30,UNIVERSITY OF CALIFORNIA LOS ANGELES (6143),NNG04GJ78G Modification 2,GSFC - Goddard Space Flight Center,"Los Angeles, CA (District 30)",05/17/2005,04/30/2007,"Educational Institution,Nonprofit Organization,, Grant For Research",Educational - ,"$281,000","$281,000",[None Indicated],N/A,N/A,SIMULATING & ASSESSING THE CARBON CYCLE OFF THE WEST COAST OF NORTH AMERICA
CA,CA-23,UNIV CALIF SANTA BARBARA,NNG04GE66G Modification 2,GSFC - Goddard Space Flight Center,"Santa Barbara, CA (District 23)",05/17/2005,08/31/2008,"Educational Institution,Nonprofit Organization,, Grant For Research",Educational - ,"$300,000","$300,000",[None Indicated],N/A,N/A,"CREATING, UPDATING, AND DISTRIBUTING MERGED OCEAN COLOR PRODUCTS."
CA,CA-46,THE BOEING COMPANY (5694),NNL05AA36C Modification 0 (Base Record),LaRC - Langley Research Center,"Huntington Beach, CA (District 46)",05/17/2005,05/16/2006,"[No Vendor Indicators Found], Cost Plus Fixed Fee",Other Than Small Business - ,"$1,435,000","$2,651,700",541710,N/A,N/A,PRECISION LANDING HAZARD AVOIDANCE TECHNOLOGY DEMONSTRATION
CA,CA-23,NAVY UNITED STATES DEPARTMENT OF,NND05AB01I Modification 1,AFRC - Armstrong Flight Research Center,"Port Hueneme CBC Base, CA (District 23)",05/18/2005,11/15/2005,"Federal Government,, Intragovernmental",Government - ,$0,$0,[None Indicated],N/A,N/A,"ANTITERROISM/FORCE PROTECTION WORKSHOP (REGISTRATION FEES) FOR FRANK CHAVEZ AND JACK VECHIL FOR JUNE 14-16, 2005"
CA,CA-14,SPACE SYSTEMS/LORAL INCORPORATED,NNG05EA03C Modification 1,GSFC - Goddard Space Flight Center,"Palo Alto, CA (District 14)",05/18/2005,07/11/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - SS/L-TP20425,"$-75,000",$0,334220,N/A,N/A,SDO HIGH GAIN ANTENNA
CA,CA-22,AIR FORCE FLIGHT TEST CENTER,NND04AD57I Modification 2,AFRC - Armstrong Flight Research Center,"EDWARDS, CA (District 22)",05/18/2005,09/30/2004,"[No Vendor Indicators Found], Intragovernmental",Other Than Small Business - ,$-540,$-540,[None Indicated],N/A,N/A,ESTABLIS MIPR FOR INFRARED (IR) SIGNATURES
CA,CA-36,AEROSPACE CORP,NNG04GM00G Modification 1,GSFC - Goddard Space Flight Center,"EL SEGUNDO, CA (District 36)",05/18/2005,06/14/2006,"Nonprofit Organization,, Grant For Research",Non-Profit Institutions - ,$0,$0,[None Indicated],N/A,N/A,CONTRIBUTION OF IONOSPHERIC OCCULATION EXPERIMENT (IOX) OBSERVATIONS TO THE LEW DATA ENVIRONMENT
CA,CA-40,CALIF STATE UNIV FULLERTON,NNG04GL07G Modification 1,GSFC - Goddard Space Flight Center,"Fullerton, CA (District 40)",05/18/2005,05/31/2006,"Educational Institution,State Government,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,CIRCUMSTELLAR GAS OF NEARBY A-TYPE STARS
CA,CA-17,UNIV CALIF SANTA CRUZ,NAG512151 Modification 3,GSFC - Goddard Space Flight Center,"Santa Cruz, CA (District 17)",05/18/2005,05/14/2006,"Educational Institution,State Government,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,EVOLUTION OF MULTI-PHASE INTERSELLAR MEDIUM IN YOUNG GALAXIES
CA,CA-09,UNIV CALIF BERKELEY,NAG512706 Modification 3,GSFC - Goddard Space Flight Center,"Berkeley, CA (District 09)",05/18/2005,11/14/2005,"Educational Institution,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,INTEGRAL STUDIES OF GAMMA-RAY BURSTS
CA,CA-09,"UNIVERSITY OF CALIFORNIA, BERKELEY",NNG05GA04G Modification 1,GSFC - Goddard Space Flight Center,"Berkeley, CA (District 09)",05/18/2005,09/30/2007,"Educational Institution,Other Not For Profit Organization,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,TITAN'S INTERACTION WITH ITS SURROUNDING PLASMA ENVIRONMENT
CA,CA-36,NORTHROP GRUMMAN SPACE AND MISSION SYSTEMS CORPORATION,GSFC0200211DNAS502200 Modification 44,GSFC - Goddard Space Flight Center,"Redondo Beach, CA (District 36)",05/18/2005,08/31/2012,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,$0,"$14,228,550",336414,N/A,N/A,"THE JAMES WEBB SPACE TELESCOPE (JWST) PHASE 2 OBSERVATORY CONTRACTOR SHALL BE RESPONSIBLE FOR PROVIDING THE SPACECRAFT, THE OPTICAL TELESCOPE ELEMENT (OTE), PORTIONS OF THE INTEGRATED SCIENCE INSTRUMENT MODULE (ISIM), OBSERVATORY AND SYSTEM INTEGRATION AND TEST (I&T), OBSERVATORY VERIFICATION, OBSERVATORY COMMISSIONING, ASSOCIATED SYSTEMS ENGINEERING, AND THE GROUND AND LAUNCH SUPPORT EQUIPMENT NECESSARY TO DEVELOP AND LAUNCH THE JWST OBSERVATORY."
CA,CA-48,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",MSFC0200002DNAS800017 Modification 28,MSFC - Marshall Space Flight Center,"IRVINE, CA (District 48)",05/18/2005,09/30/2005,"Educational Institution,Minority Institution,, Cost No Fee",Educational - ,$0,$0,541710,N/A,N/A,OPCGA PHASE C/D FLIGHT HARDWARE DEVELOPMENT
CA,CA-05,GNB CORPORATION,NNM05AE00P Modification 1,MSFC - Marshall Space Flight Center,"ELK GROVE, CA (District 05)",05/18/2005,07/22/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,$0,$0,335311,N/A,N/A,4200108143 EXPERIMENTAL VACUUM CHAMBER 
CA,CA-05,GNB CORPORATION,NNM05AD97P Modification 1,MSFC - Marshall Space Flight Center,"ELK GROVE, CA (District 05)",05/18/2005,07/22/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,$0,$0,339111,N/A,N/A,4200105742 VACUUM SYSTEM COMPONENTS 
CA,CA-38,R D RUBBER TECHNOLOGY CORPORATION,NNJ05HE22P Modification 0 (Base Record),JSC - Johnson Space Flight Center,"Santa Fe Springs, CA (District 38)",05/18/2005,07/22/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$4,705","$4,705",[None Indicated],N/A,N/A,COMPRESSION MOLD
CA,CA-14,MOBILE MODULAR MGMT CORP,ARC00200108DNAS201086 Modification 12,ARC - Ames Research Center,"MOUNTAIN VIEW, CA (District 14)",05/18/2005,08/20/2005,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$7,728",$0,532299,N/A,N/A,PODS D&E FOR CODE JT
CA,CA-14,CREATIVE SOLUTIONS INTERNATIONAL,NNA05CO31P Modification 0 (Base Record),ARC - Ames Research Center,"Mountain View, CA (District 14)",05/18/2005,09/30/2005,"Small Business,Women Owned,, Firm Fixed Price","Woman Owned Small Business,Small Business - ","$12,944","$12,944",[None Indicated],N/A,N/A,miscellaneous change
CA,CA-07,ALTOSTRATUS INCORPORATED,NNG05GJ36G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Martinez, CA (District 07)",05/18/2005,05/14/2006,"Small Business,, Grant For Research",Small Business ONLY - ,"$15,000","$15,000",[None Indicated],N/A,N/A,"UCP MM5 MODELING FOR EVALUATION POTENTIAL IMPACTS ON CONVECTION & PERCIPTATION IN THE HOUSTON-GALVESTON, TEXAS REGION"
CA,CA-50,PEREGRINE SEMICONDUCTOR CORPORATION,NNG05ED48P Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"San Diego, CA (District 50)",05/18/2005,08/31/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$20,000","$20,000",[None Indicated],N/A,N/A,Foundry Access - Multi-Project Run (FC Process)
CA,CA-14,BAY AREA ENVIR RESEARCH INST,NCC21391 Modification 7,ARC - Ames Research Center,"Mountain View, CA (District 14)",05/18/2005,02/14/2006,"[No Vendor Indicators Found], Cooperative Agreement",Other Than Small Business - nra 01-oes-02,"$25,000",$0,[None Indicated],N/A,N/A,OBSERVATIONS AND ANALYSIS OF THE SPECTRAL SOLAR RADIATIVE EFFCETS OF AEROSOLS AND CLOUDS
CA,CA-14,UNIV CALIF SAN DIEGO,NNA04CK30A Modification 1,ARC - Ames Research Center,"Mountain View, CA (District 14)",05/18/2005,06/30/2006,"Educational Institution,, Cooperative Agreement",Educational - 03-OSS-01,"$30,300",$0,[None Indicated],N/A,N/A,DUST PROPERTIES IN COMETS AND PROTPLANETARY DISKS
CA,CA-14,UNIVERSITY OF WYOMING,NNA05CS53A Modification 0 (Base Record),ARC - Ames Research Center,"Mountain View, CA (District 14)",05/18/2005,05/14/2008,"Educational Institution,Nonprofit Organization,, Cooperative Agreement",Educational - ,"$34,400","$597,426",[None Indicated],N/A,N/A,Mars Surface Composiion and its Practical Applications to Astobiology
CA,CA-14,S E T I INSTITUTE,NCC21416 Modification 2,ARC - Ames Research Center,"Mountain View, CA (District 14)",05/18/2005,07/14/2006,"[No Vendor Indicators Found], Cooperative Agreement",Other Than Small Business - ,"$35,000",$0,[None Indicated],N/A,N/A,ASTROBIOLOGY FOCUSED PLANETARY SCIENCE AND EXPLORATION INVESTIGATIONS IN TERRESTRIAL ANALOG ENVIRONMENTS
CA,CA-14,INTELLIGENT INFERENCE SYSTEMS,NNA05BE71C Modification 0 (Base Record),ARC - Ames Research Center,"Mountain View, CA (District 14)",05/18/2005,05/03/2007,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$75,000","$542,253",541710,N/A,N/A,Multi-Agent Prognostics Health and Usuage Monitoring (Multi-PHUM)
CA,CA-14,LOCKHEED MARTIN CORP,NAG512218 Modification 4,GSFC - Goddard Space Flight Center,"Palo Alto, CA (District 14)",05/18/2005,05/31/2006,"[No Vendor Indicators Found], Grant For Research",Other Than Small Business - ,"$159,832",$0,[None Indicated],N/A,N/A,MULTISPACECRAFT STUDIES ON PLASMA ENTRY INTO THE M AGNETOSPHERE
CA,CA-14,PLANNERS COLLABORATIVE INC,NNA04CA76C Modification 37,ARC - Ames Research Center,"Mountain View, CA (District 14)",05/18/2005,11/30/2005,"Black American Owned Business,Minority Owned,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Labor Hours","Small Disadvantaged Business,Small Business - ","$1,497,426","$1,497,426",561210,N/A,N/A,BUSINESS OPERATIONS AND TECHNICAL SERVICES(BOATS)
CA,CA-36,BOEING SATELLITE SYSTEMS INCORPORATED,GSFC0199802DNAS598069 Modification 108,GSFC - Goddard Space Flight Center,"EL SEGUNDO, CA (District 36)",05/18/2005,04/30/2012,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$10,000,000",$0,541710,N/A,N/A,"NASA IS PARTICIPATING WITH THE DOC/NOAA IN A MULTI-SATELLITE PROGRAM TO PROVIDE CONTINUOUS MONITORING OF EARTH AND SPACE ENVIRONMENT PARAMETERS.  THE MONITORED PARAMETERS WILL PROVIDE DATA FOR WEATHER PREDICTION MODELS AND PROVIDE SEVERE WEATHER WARNING DATA.  THE PROGRAM IS TERMED GEOSTATIONARY OPERATIONAL ENVIRONMENTAL SATELLITE (GOES) AND IS ACCOMPLISHED USING TWO NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION (NOAA) GEOSTATIONARY SATELLITES STATIONED AT TWO LONGITUDES OVER THE EQUATOR.  THE GODDARD SPACE FLIGHT CENTER (GSFC) GOES PROJECT OFFICE HAS BEEN GIVEN RESPONSIBILITY FOR PROCURING THE NECESSARY HARDWARE AND SUPPORT SERVICES TO MEET THE MISSION REQUIREMENTS AS SPECIFIED HEREIN.THE SPACECRAFT CONTRACTOR SHALL FURNISH THE NECESSARY PERSONNEL, FACILITIES, SERVICES, AND MATERIALS TO DESIGN, FABRICATE, INTEGRATE, TEST, DELIVER ON-ORBIT TO NASA, AND SUPPORT ON-ORBIT OPERATIONS FOR ALL OF THE GOES N-Q SPACECRAFT DEVELOPED UNDER THIS CONTRACT.  THIS WORK SHALL BE PERFORMED IN ACCORDANCE WITH THE REQUIREMENTS OF THIS DOCUMENT AND ALL ATTACHMENTS TO THE CONTRACT.IN ACCOMPLISHING THE DEVELOPMENT AND DELIVERY OF THE GOES N-Q SPACECRAFT, THE SPACECRAFT CONTRACTOR SHALL PERFORM THE FOLLOWING:1. PROVIDE THE SPACECRAFT BUS AND THE SPACE ENVIRONMENT MONITOR (SEM) INSTRUMENTS FOR EACH OF THE GOES SPACECRAFT.2. RECEIVE THE GFE INSTRUMENTS AND RELATED GROUND SUPPORT EQUIPMENT (GSE), THEN INTEGRATE THEM WITH THE SPACECRAFT BUS AND PERFORM SPACECRAFT LEVEL TESTING.3. PROVIDE ALL REQUIRED SPACECRAFT MECHANICAL AND ELECTRICAL GSE.4. PROVIDE A SPACECRAFT EMULATOR AND INR PERFORMANCE EVALUATION SYSTEM5. DELIVER AND SUPPORT INTEGRATION, VERIFICATION, AND MAINTENANCE OF GROUND SYSTEM HARDWARE AND SOFTWARE.6. DESIGN AND SUPPORT INTEGRATION AND VERIFICATION OF ANY MODIFICATIONS OR REPLACEMENTS TO NOAA GROUND SYSTEM HARDWARE AND SOFTWARE.7. SUPPORT COMBINED SPACECRAFT AND GROUND SYSTEM TESTING, AND GOES END-TO-END TESTING BEFORE LAUNCH.8. PROVIDE ALL SERVICES ASSOCIATED WITH THE LAUNCH VEHICLE PROCUREMENT, LAUNCH BASE PROCESSING FACILITY, LAUNCH BASE COORDINATION AND SAFETY, SPACECRAFT/LAUNCH VEHICLE INTEGRATION AND CHECKOUT, AND LAUNCH.9. PROVIDE ALL SERVICES ASSOCIATED WITH FLIGHT OPERATIONS FROM THE LAUNCH VEHICLE/SPACECRAFT SEPARATION THROUGH SPACECRAFT POSITIONING IN GEOSTATIONARY CHECKOUT ORBIT.10. SUPPORT ALL SERVICES ASSOCIATED WITH THE ON-ORBIT SPACECRAFT CHECKOUT AND SUPPORT ASSOCIATED WITH INSTRUMENT AND INR CHECKOUT.11. PROVIDE SPACECRAFT OPERATOR AND ENGINEERING TRAINING FOR ON-ORBIT OPERATION.12.  PROVIDE ON-ORBIT ENGINEERING SUPPORT FOR THE SPACECRAFT SUPPORT GROUND SYSTEM (SSGS) AND EACH SPACECRAFT.THE SPACECRAFT CONTRACTOR IS REQUIRED TO DELIVER THE GOES N-Q SPACECRAFT FULLY COMPATIBLE AND OPERATIONAL WITH NOAA GROUND SYSTEMS:  THE SATELLITE OPERATIONS CONTROL CENTER (SOCC), SUITLAND, MD; THE WALLOPS COMMAND AND DATA ACQUISITION STATION (WCDAS), WALLOPS, VA; A BACKUP CDAS; AND THE SPACE ENVIRONMENT CENTER (SEC), BOULDER, CO.  CHANGES TO THE EXISTING GROUND SYSTEMS TO ACCOMMODATE UPGRADED OR ADDITIONAL CAPABILITIES ARE PERMITTED AS DEFINED IN SECTION 3.5.  THE CONTRACTOR S DELIVERED SPACECRAFT AND ASSOCIATED EFFORTS SHALL MEET ALL REQUIREMENTS OF THE GOES N-Q PERFORMANCE SPECIFICATION."
CA,CA-23,NORTHROP GRUMMAN SIMULATION TECHNOLOGIES CORPORATION,NNA04BB26D Modification 0 (Base Record),ARC - Ames Research Center,"GOLETA, CA (District 23)",05/19/2005,01/30/2007,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - NAS2-01055,$0,$0,541710,N/A,N/A,INCREMENTAL FUNDING FOR TASK 71
CA,CA-01,REGENTS OF THE UNIVERSITY OF CALIFORNIA,NNG05GI63G Modification 1,GSFC - Goddard Space Flight Center,"Davis, CA (District 01)",05/19/2005,04/30/2006,"Educational Institution,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,THE CREATION OF THE INTERCLUSTER MEDIUM IN HIGH 2 GALAXY CLUSTERS
CA,CA-53,UNIV CALIF SAN DIEGO,NAG512388 Modification 4,GSFC - Goddard Space Flight Center,"La Jolla, CA (District 53)",05/19/2005,07/14/2006,"Educational Institution,Nonprofit Organization,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,"TOPOGRAPHY, TOPEX AND TIDES"
CA,CA-25,SOLID CONCEPTS INCORPORATED,NNA05BF39P Modification 0 (Base Record),ARC - Ames Research Center,"VALENCIA, CA (District 25)",05/19/2005,05/31/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,$0,$0,332997,N/A,N/A,MODEL AIRPLANS
CA,CA-53,BLUE TECH INCORPORATED,NNC05VC97P Modification 0 (Base Record),GRC - Glenn Research Center,"San Diego, CA (District 53)",05/19/2005,05/31/2005,"Minority Owned,SBA Certified 8A Program Participant,SBA Certified HUBZone,Small Business,Small Disadvantaged Business,Women Owned,, Firm Fixed Price","SBA Certified HUBZone,Small Disadvantaged Business,Woman Owned Small Business,Small Business - ","$2,750","$2,750",[None Indicated],N/A,N/A,HW-APC SMART-UPS 5000VA RM 5U
CA,CA-48,NEWPORT CORPORATION,NNG05ED66P Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Irvine, CA (District 48)",05/19/2005,07/18/2005,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$3,785","$3,785",[None Indicated],N/A,N/A,COMPACT ROTARY STAGE & MOTION CONTROLLER/DRIVER
CA,CA-14,CREE MICROWAVE INCORPORATED,NNC05VF83P Modification 0 (Base Record),GRC - Glenn Research Center,"Sunnyvale, CA (District 14)",05/19/2005,06/01/2005,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$4,010","$4,010",[None Indicated],N/A,N/A,10W DIE (DRF24010-00DE)
CA,CA-49,FLIGHT RESEARCH ASSOCIATES,NNA05BF43P Modification 0 (Base Record),ARC - Ames Research Center,"Murrieta, CA (District 49)",05/19/2005,06/30/2005,"Asian Pacific American Owned Business,Minority Owned,Small Business,Small Disadvantaged Business,Veteran Owned,Women Owned,, Firm Fixed Price","Veteran Owned Small Business,Small Disadvantaged Business,Woman Owned Small Business,Small Business - ","$6,250","$6,250",334418,N/A,N/A,Air Traffic Control Specialists
CA,CA-14,3M KOREA LIMITED (7775),NNA05CU14P Modification 0 (Base Record),ARC - Ames Research Center,"Mountain View, CA (District 14)",05/19/2005,05/19/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$6,728","$6,728",325998,N/A,N/A,STERILIZER MAINTENANCE
CA,CA-14,WYATT TECHNOLOGY CORP,NNA05CQ06P Modification 0 (Base Record),ARC - Ames Research Center,"Mountain View, CA (District 14)",05/19/2005,06/24/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$7,500","$7,500",334516,N/A,N/A,REPAIR OF LAB EQUIPMENT
CA,CA-05,COOPERATIVE PERSONNEL SERVICES,NNH05PQ28P Modification 0 (Base Record),HQ - Headquarters Acquisition Division,"Sacramento, CA (District 05)",05/19/2005,07/14/2005,"State Government,, Firm Fixed Price",Government - ,"$9,569","$9,569",[None Indicated],N/A,N/A,Facilitation services at the 2005 Directives Managers' Training Conference
CA,CA-25,SOLID CONCEPTS,NNA05BF39P Modification 1,ARC - Ames Research Center,"Valencia, CA (District 25)",05/19/2005,05/31/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$9,987","$9,987",332997,N/A,N/A,model airplans
CA,CA-14,SPECTRA PHYSICS LASERS INCORPORATED,NNG05HS83P Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Mountain View, CA (District 14)",05/19/2005,06/23/2005,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$11,080","$11,080",[None Indicated],N/A,N/A,"ZONE-MARYLAND TRAVEL QUOTATION NO. 313603A, LABOR, MAIN CONTROL PCB ASSY, Q-SWITCH, HEAD PCB ASSY, PARTICLE FLTR ASSY INDI, DI FILTER ASSY INDI."
CA,CA-48,CITATION PUBLISHING INCORPORATED,NNH05PS61P Modification 0 (Base Record),HQ - Headquarters Acquisition Division,"Aliso Viejo, CA (District 48)",05/19/2005,05/31/2006,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$11,500","$11,500",[None Indicated],N/A,N/A,ENVIRONMENTAL REGULATORY SUBSCRIPTION. POP 6/1/05-5/31/06
