Year,State,District,Contractor,Contract/Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2025,CA,CA-28,California Institute Of Technology,80NSSC25M7106 Modification P00001,NSSC - NASA Shared Services Center,"PASADENA, CA (District 28)",07/02/2025,07/31/2030, Cooperative Agreement,"Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College","$2,450,000",$0,[None Indicated],,,,"During FY25-30, the volume of IRSA's holdings will grow BY an order of magnitude (sec.2) AS we ingest data from euclid, spherex, neorveyor, ULTRASAT, and ARIEL. these new missions will be transformational in all science areas highlighted in the 2020 decadal survey report. IRSA will also continue to release data from neowise, IRTF, and the community, resources which have a strong track record of enabling novel research. we will also continue our successful initiative to provide public ACCESS to simulated data necessary for the success of the next generation of cosmology surveys."
2025,AZ,AZ-07,University Of Arizona,80NSSC24K0198 Modification P00002,NSSC - NASA Shared Services Center,"TUCSON, AZ (District 07)",05/29/2025,09/28/2026,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, Hispanic Servicing Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$789,707",$0,[None Indicated],,,,"This project will directly help maximize the success of pandora, which is PART of NASA s astrophysics pioneers smallsat program. the pandora smallsat will provide a legacy data set of photometry and spectroscopy of dozens of exoplanets and their host stars that will support target selection for future jwst and ARIEL observations."
2025,KS,KS-01,University Of Kansas Center For Research Inc,80NSSC25K7151 Modification P00001,NSSC - NASA Shared Services Center,"LAWRENCE, KS (District 01)",08/08/2025,12/31/2027,"Grant, Grant For Research","Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","$148,221",$0,[None Indicated],,,,"This xrp will use radial velocities from approved and archival programs at NASA/keck's KPF and nn-explore's wiyn/neid to measure masses of over 40 sub-neptunes, AS well AS re-analyzing archival TESS, k2, and kepler to measure precise planet sizes (via transits) and, where possible, stellar properties (via asteroseismology). our research program will empirically test the water world hypothesis, and maximizes the scientific return of TESS, k2, and kepler and ensures that high-priority targets for jwst and ARIEL are identified and accurately characterized. in addition, our program will keep targets flowing in support of jwst (and future ARIEL) atmospheric spectroscopy, and along the way it will also quantify stellar activity in planet-hosting systems across a range of stellar types that closely tracks the HWO target distribution, measure system architectures, and constrain interior compositions of planets straddling the super-earth/sub-neptune boundary."
