Year,State,District,Contractor,Contract,Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2025,PA,PA-12,University Of Pittsburgh - Of The Commonwealth System Of Higher Education,80NSSC24K0083,Modification P00002,NSSC - NASA Shared Services Center,"PITTSBURGH, PA (District 12)",05/06/2025,10/22/2025,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, State Controlled Institution of Higher Learning",$0,$0,[None Indicated],,,,"The vast majority of galaxies in roman imaging will lack spectroscopic redshifts, so photometric redshifts (photo-z's) will be crucial for both cosmology and galaxy evolution studies. we propose to build on Machine Learning methods that CAN interpolate between the limited sampling of the color-redshift relation from deep but small-area spectroscopic surveys and clean incorrect redshifts out of spectroscopic training sets for roman photo-z s, enabling the construction of nearly-ideal spectroscopic training data from sparse and imperfect samples. the methods we will explore should enable improvements in both the performance of photo-z algorithms at predicting redshifts for individual objects AS well AS in the calibration of the outputs of those algorithms, which otherwise may be a dominant systematic uncertainty in roman cosmology studies."
2025,WA,WA-07,University Of Washington,80NSSC24K0084,Modification P00002,NSSC - NASA Shared Services Center,"SEATTLE, WA (District 07)",05/23/2025,11/30/2027,"Grant, Grant For Research","Educational - Educational Institution, Local Government, State Controlled Institution of Higher Learning, US Government Entity",$0,$0,[None Indicated],,,,Roman infrared nearby galaxies survey
2025,AZ,AZ-07,University Of Arizona,80NSSC24K0085,Modification P00001,NSSC - NASA Shared Services Center,"TUCSON, AZ (District 07)",11/29/2024,10/09/2026,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, Hispanic Servicing Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$134,276",$0,[None Indicated],,,,"22-roman22-0014, roman's giants: jovian exoplanet modeling and rci detectability"
2025,AZ,AZ-07,University Of Arizona,80NSSC24K0086,Modification P00001,NSSC - NASA Shared Services Center,"TUCSON, AZ (District 07)",03/04/2025,12/31/2027,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, Hispanic Servicing Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$280,535",$0,[None Indicated],,,,22-roman22-0016 kinematic lensing with the roman space telescope
2025,IL,IL-09,Northwestern University,80NSSC24K0087,Modification P00001,NSSC - NASA Shared Services Center,"EVANSTON, IL (District 09)",02/28/2025,10/22/2026,"Grant, Grant For Research","Educational - Educational Institution, Nonprofit Organization, Private University Or College","$176,574",$0,[None Indicated],,,,Imaging and characterizing exoplanets with the roman coronagraph and open-source tools
2025,MA,MA-07,Northeastern University,80NSSC24K0088,Modification P00002,NSSC - NASA Shared Services Center,"BOSTON, MA (District 07)",05/23/2025,10/22/2025,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College",$0,$0,[None Indicated],,,,22-roman22-0054 galaxy intrinsic alignments for cosmology with the roman space telescope
2025,PA,PA-03,"Trustees Of The University Of Pennsylvania, The",80NSSC24K0089,Modification P00002,NSSC - NASA Shared Services Center,"PHILADELPHIA, PA (District 03)",07/28/2025,10/22/2026,"Grant, Grant For Research","Educational - Corporate Entity Not Tax Exempt, Educational Institution, Hospital, Nonprofit Organization, Private University Or College",$0,$0,[None Indicated],,,,"In this proposal we will, for the FIRST time, include all components of globular cluster formation and evolution in a cosmologically evolving galaxy. our project will build upon an existing model for the formation of globular clusters based on zoomed cosmological hydrodynamical simulations and explore variations on these initial conditions. we will then build a stream formation model that will inject test particles of the growing streams into the SAME cosmological simulations used to determine the cluster population, optimized to reproduce the changing potential of the full HALO and galaxy environment at all cosmic times. the result will be the FIRST predictions for the population of thin streams and globular clusters around galaxies in a self-consistent and fully cosmological context. these results will let us answer crucial questions related to globular cluster and galaxy formation science for the FIRST time. we will predict the mass and metallicity distributions of surviving and destroyed globular clusters and the morphology of thin stellar streams and explore their dependence on the violence of the host galaxy's formation, the cluster formation model, and the presence or absence of dark matter substructure and satellite galaxies. most importantly, however, we will use tools already developed BY our team to produce full roman synthetic observations of thin stellar streams, their morphology, and their stellar populations, in their cosmologically motivated host halos, connecting the detectable set of clusters and streams to the origin and evolution of the full underlying population of globular clusters."
2025,MA,MA-05,Smithsonian Institution,80NSSC24K0090,Modification P00001,NSSC - NASA Shared Services Center,"CAMBRIDGE, MA (District 05)",02/27/2025,10/22/2025,"Grant, Grant For Research",Non-Profit Institutions - Nonprofit Organization,"$162,736",$0,[None Indicated],,,,"22-roman22-0058, microlensing and binary self lensing with roman and with rubin"
2025,MO,MO-01,"Washington University, The",80NSSC24K0095,Modification P00001,NSSC - NASA Shared Services Center,"SAINT LOUIS, MO (District 01)",03/17/2025,10/22/2025,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Other Not For Profit Organization, Private University Or College","$149,999",$0,[None Indicated],,,,Preparing for a leap: precursor strong lensing science with roman towards precision cosmology
2025,CA,CA-24,"University Of California, Santa Barbara",80NSSC24K0097,Modification P00001,NSSC - NASA Shared Services Center,"SANTA BARBARA, CA (District 24)",07/16/2025,10/22/2026,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, Hispanic Servicing Institution, Minority Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$197,487","$19,000",[None Indicated],,,,Calibrating roman's coronagraphic imaging and polarimetry modes
2025,VA,VA-05,Rector & Visitors Of The University Of Virginia,80NSSC24K0180,Modification P00003,NSSC - NASA Shared Services Center,"CHARLOTTESVILLE, VA (District 05)",05/07/2025,01/23/2027,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, State Controlled Institution of Higher Learning",$0,$0,[None Indicated],,,,21-adap21-0153 meta-study of UV-through-nir explosive transients for the roman space telescope and beyond
2025,NY,NY-19,Cornell University,80NSSC24K0216,Modification P00001,NSSC - NASA Shared Services Center,"ITHACA, NY (District 19)",12/17/2024,10/26/2026,"Grant, Grant For Research","Educational - 1862 Land Grant College, Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College, Veterinary College","$199,822",$0,[None Indicated],,,,"22-roman22-0005,target selection and observation modeling tools for the roman coronagraph technology demonstration and beyond"
2025,AZ,AZ-07,University Of Arizona,80NSSC24K0217,Modification P00001,NSSC - NASA Shared Services Center,"TUCSON, AZ (District 07)",11/29/2024,10/26/2026,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, Hispanic Servicing Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$125,196",$0,[None Indicated],,,,"Circumstellar dust: a nexus of performance, calibration, and science potential in the roman coronagraph technology demonstration"
2025,IL,IL-13,University Of Illinois,80NSSC24K0219,Modification P00002,NSSC - NASA Shared Services Center,"URBANA, IL (District 13)",05/14/2025,10/26/2025,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity",$0,$0,[None Indicated],,,,"22-roman22-0066 deepdisc-roman: detection, instance segmentation, and classification for roman with deep learning"
2025,MD,MD-07,"Association Of Universities For Research In Astronomy, Inc",80NSSC24K0353,Modification P00002,NSSC - NASA Shared Services Center,"BALTIMORE, MD (District 07)",12/04/2024,11/20/2025,"Grant, Grant For Research","Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","$250,818",$0,[None Indicated],,,,"22-roman22-0032, enhancing the roman cosmology program with strongly lensed supernovae"
2025,TX,TX-20,The University Of Texas At San Antonio,80NSSC24K0943,Modification P00001,NSSC - NASA Shared Services Center,"SAN ANTONIO, TX (District 20)",07/10/2025,04/16/2026,"Grant, Grant For Research","Educational - Educational Institution, Hispanic Servicing Institution, Minority Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$54,999","$54,999",[None Indicated],,,,"24-ksms2024a-n110, ksms 2024a: supporting the roman space telescope BY identifying key, new targets for the CGI technological demonstration"
2025,MO,MO-01,"Washington University, The",80NSSC24K1481,Modification P00001,NSSC - NASA Shared Services Center,"SAINT LOUIS, MO (District 01)",06/30/2025,08/31/2027,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Other Not For Profit Organization, Private University Or College","$50,000",$0,[None Indicated],,,,23-astro23-0292 maximizing jwst and roman dark matter science with strong gravitational lensing
2025,CT,CT-03,Yale Univ,80NSSC25K7003,Modification P00001,NSSC - NASA Shared Services Center,"NEW HAVEN, CT (District 03)",06/02/2025,10/07/2026,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College, School Of Forestry","$12,000",$0,[None Indicated],,,,"22-roman22-0028, establishing si-traceable standard reference fields and low redshift type IA supernova calibration for roman wide field science"
2025,NY,NY-10,New York University,80NSSC25K7004,Modification P00001,NSSC - NASA Shared Services Center,"NEW YORK, NY (District 10)",07/23/2025,10/06/2026,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College","$43,200",$0,[None Indicated],,,,"22-roman22-0028, establishing si-traceable standard reference fields and low redshift type IA supernova calibration for roman wide field science"
2025,FL,FL-08,Florida Institute Of Technology Inc,80NSSC25K7013,Modification 0 (Base Record),NSSC - NASA Shared Services Center,"MELBOURNE, FL (District 08)",10/31/2024,10/06/2027,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College","$182,500","$430,254",[None Indicated],,,,Neural networks for orphan afterglow parameter estimation of rubin & roman data
2025,AZ,AZ-07,University Of Arizona,80NSSC25K7149,Modification P00001,NSSC - NASA Shared Services Center,"TUCSON, AZ (District 07)",07/22/2025,12/31/2026,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, Hispanic Servicing Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$198,499",$0,[None Indicated],,,,"Reflected light phase curves -- which measure the reflectivity of a world AS a function of the star-world-observer (phase) angle -- encode a wealth of information about scattering processes in atmospheres and from surfaces. for example, phase curves CAN reveal enhancements from both aerosol scattering (due to, e.g., forward scattering or rainbow features) and specular reflection from a liquid (e.g., ocean glint for earth). the narrow phase angle coverage accessible for outer SOLAR system worlds has limited our ability to use ground-based observing to capture phase curves for most SOLAR system worlds with thick atmospheres. thus, interplanetary Spacecraft provide the best platforms for characterizing planetary phase curves. such datasets will soon have much-enhanced value for comparative planetology, AS both the roman Coronagraph Instrument (rci) and the Habitable Worlds Observatory (HWO) will be capable of observing reflected light phase curves for exoplanets. to date, however, phase curve information is incomplete for two important SOLAR system worlds: titan and earth. critically, phase curves from titan would serve AS important comparison points for more haze-covered, warm giant exoplanets (AS would be observed BY roman) AS well AS an early/archean earth-like planet. alongside this, the phase-dependent reflectivity of earth is a key input to future direct imaging missions. phase curve information at high phase angles (i.e., at crescent phases) for both titan and earth CAN help us to understand how specular reflection from oceans and seas could be detected in disk-integrated observations. to enable both future efforts in comparative planetology AS well AS studies of glint detectability, we propose a much-needed analysis of existing titan and earth observations. for titan, cassini/vims-derived whole-disk observations will be reduced to provide hazy world phase curves that extend our understanding of phase-dependent scattering processes at key NEAR-infrared wavelengths and geometries. these phase curves would be applicable to roman and would enable predictions for HWO. for earth, wholly unanalyzed data from NASA's clementine and messenger missions will be used to create FIRST-of-their-kind, wavelength-resolved phase curves for the pale blue DOT. we will analyze the titan and earth results to better understand glint effects and will publicly release our detailed phase curves to empower roman and HWO science. our efforts to better enable comparative planetology studies of exoplanet atmospheres are relevant to exoplanet research program goals in exoplanet detection and characterization. given that modern SOLAR system planetary science emphasizes resolved observations, our disk-integrated products primarily advance exoplanet science, AS required BY the exoplanet research program call."
