Year,State,District,Contractor,Contract,Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2024,CA,CA-28,California Institute Of Technology,NNN13D947T,Modification 43,NOJMO - NASA Office of JPL Management and Oversight,"PASADENA, CA (District 28)",07/15/2024,09/30/2019,"Delivery Order, Cost Plus Fixed Fee","Government - Federal Government, Federally Funded Research And Development Corp, US Government Entity","$-32,727",$0,541712,80-0120,,,Mars Reconnaissance Orbiter: phase e
2025,CA,CA-28,California Institute Of Technology,80NM0018F0629,Modification P00048,NOJMO - NASA Office of JPL Management and Oversight,"PASADENA, CA (District 28)",07/21/2025,09/30/2028,"Delivery Order, Cost Plus Fixed Fee","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College","$15,500",$0,541715,,,,Mars Reconnaissance Orbiter: phase e (40-10131)
