Year,State,District,Contractor,Contract,Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2024,IL,IL-13,University Of Illinois,80NSSC24K0611,Modification P00001,NSSC - NASA Shared Services Center,"URBANA, IL (District 13)",08/21/2024,11/30/2024,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity",$0,$0,[None Indicated],,,,Celestial navigation to supplement Deep Space Network tracking of osiris-apex
