Year,State,District,Contractor,Contract,Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2023,CO,CO-02,Ball Aerospace & Technologies Corp.,80GSFC23F0038,Modification P00001,GSFC - Goddard Space Flight Center,"BOULDER, CO (District 02)",08/11/2023,12/18/2023,"Delivery Order, Firm Fixed Price","Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","$550,000","$550,000",336414,,,,Landsat next (lnext) Spacecraft study
2023,VA,VA-10,Northrop Grumman Systems Corporation,80GSFC23F0039,Modification P00001,GSFC - Goddard Space Flight Center,"STERLING, VA (District 10)",08/11/2023,12/18/2023,"Delivery Order, Firm Fixed Price","Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","$550,000","$550,000",336414,,,,Landsat next (lnext) Spacecraft study
