Year,State,District,Contractor,Contract,Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2024,CA,CA-36,Northrop Grumman Systems Corporation,NNG16HS04C,Modification P00014,GSFC - Goddard Space Flight Center,"REDONDO BEACH, CA (District 36)",09/06/2024,03/31/2021,"Definitive Contract, Cost Plus Fixed Fee","Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods",$-239,$0,541712,80-0120,NNG15547385R,,EOS aqua and aura Spacecraft sustaining engineering support services.
2024,VA,VA-03,Cornell Technical Services Llc,80LARC21F0154,Modification P00003,LaRC - Langley Research Center,"HAMPTON, VA (District 03)",01/03/2024,09/30/2023,"Delivery Order, Cost Plus Fixed Fee","Small Business ONLY - For Profit Organization, Limited Liability Corporation, Partnership Or Limited Liability Partnership","$-63,523",$0,541715,,,,Post terra/aqua/aura architecture Independent Review Board support
2025,MD,MD-04,Science Applications International Corporation,NNG06HX09C,Modification 79,GSFC - Goddard Space Flight Center,"GREENBELT, MD (District 04)",08/07/2025,10/23/2012,"Definitive Contract, Cost Plus Award Fee",Other Than Small Business - ,"$-1,675",$0,541710,,,,"Services in support of the NASA satellite ocean color program.the ocean biology processing group (obpg) represents an integration of mission operations, data acquisition, calibration and validation, data processing, data archival and distribution functions, and community processing software support within one co-located group.  this diversity of roles reflects NASA Headquarters strategy for a missions to measurements scenario that facilitates the development of consistent data sets across missions needed for climate data records.  the obpg is currently handling the operational processing of seawifs and modis/aqua ocean color data products, the reanalysis of the czcs and ocean color and temperature sensor (octs) ocean color data sets and the development of the prototype data processing system for the glory mission.  recently, the obpg has been given the responsibility for modis/terra and aqua sea surface temperature data processing, and ground system for the aquarius salinity mission which is a collaboration between GSFC, the Jet Propulsion Laboratory (JPL), and the argentine space agency, conae.  this contract provides for contractor support of these activities."
2025,VA,VA-08,Northrop Grumman Systems Corporation,80GSFC21C0041,Modification P00018,GSFC - Goddard Space Flight Center,"FALLS CHURCH, VA (District 08)",06/17/2025,03/31/2026,"Definitive Contract, Cost Plus Fixed Fee","Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","$99,640",$0,541330,,80GSFC1R0004,,Spacecraft sustaining engineering support services for the earth observing system (EOS) aqua and aura Spacecraft. the principal purpose of the requirement is for the government to obtain rapid engineering response in the event of on orbit anomalies.
