Year,State,District,Contractor,Contract,Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2023,CO,CO-02,University Of Colorado (0555) 13747,NNG07EK31C,Modification 42,GSFC - Goddard Space Flight Center,"BOULDER, CO (District 02)",07/18/2023,09/30/2016,"Definitive Contract, Cost No Fee",Educational - Educational Institution,"$-9,699",$0,541712,80-0120,NNH06ZDA002O,,Mars Atmosphere and Volatile Evolution mission (MAVEN)phase a concept study report.
2024,CA,CA-28,California Institute Of Technology,NNN13D080T,Modification 20,NOJMO - NASA Office of JPL Management and Oversight,"PASADENA, CA (District 28)",06/05/2024,09/27/2020,"Delivery Order, Cost Plus Fixed Fee","Government - Federal Government, Federally Funded Research And Development Corp, US Government Entity","$-16,683",$0,541712,80-0120,,,Electra uhf proximity-link payload for the MAVEN project
2025,CO,CO-02,"Regents Of The University Of Colorado, The",NNH10CC04C,Modification 89,GSFC - Goddard Space Flight Center,"BOULDER, CO (District 02)",08/19/2025,01/31/2026,"Definitive Contract, Cost No Fee","Educational - Educational Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity",$0,$0,541712,,NNH06ZDA0020,,"The purpose of this modification is to update clause g.9 GSFC 52.242-90 financial management reportingnasa Headquarters (HQ) manages the mars exploration program (mep), which selected the Mars Atmosphere and Volatile Evolution (MAVEN) project AS a mars scout mission.  the MAVEN Principal Investigator (PI) is dr. bruce jakosky, of the university of colorado, Laboratory for Atmospheric and Space Physics (LASP) in boulder, co.  the PI will have overall control of the MAVEN project. he will provide science leadership for the MAVEN mission and manage education and public outreach. this effort applies to LASP and covers phases a, b, c, d, and e of the MAVEN mission.  under phase a of this contract, the contractor is responsible for schedule management, providing technical progress reports, and mission reviews.  under phase b, the contractor is responsible for supporting requirements analysis, project plans, preliminary design reviews, monthly status reviews, quarterly team meetings, e/po activities, and the preliminary science data management plan.  under phases c and d, the contractor is responsible for supporting monthly status reviews, quarterly team reviews, responding to action items that result from meetings/reviews, supporting formal reviews and launch site activities, and management of e/po activities.  under phase e, the contractor is responsible for providing overall management of the MAVEN science program and data analysis activities, ensuring delivery of MAVEN science data products, mission documentation, and analytical software tools into PDS, participating in analysis and resolution of Spacecraft anomalies, AS necessary, providing overall management of e/po activities PER e/po plan, presenting scientific results at national conferences and in scientific literature, and providing contract closeout support."
2025,CO,CO-07,Lockheed Martin Corporation,NNG09EK34C,Modification 176,GSFC - Goddard Space Flight Center,"LITTLETON, CO (District 07)",07/08/2025,09/30/2025,"Definitive Contract, Cost Plus Award Fee","Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","$682,204",$0,336414,,NNH06ZDA002O,,"The purpose of this modification is to add additional fundingrisk reduction and phase b effort in support of the mars atmospheric and volatile evolution (MAVEN) project.  the contractor shall provide the resources necessary to support the MAVEN project to define and complete the definition of the preliminary design, and the plans for development, manufacture, test, verification and operation of a flight system, which consists of the integrated Spacecraft and science payloads in accordance with the Statement of Work."
2025,CA,CA-28,California Institute Of Technology,80NM0018F0552,Modification P00031,NOJMO - NASA Office of JPL Management and Oversight,"PASADENA, CA (District 28)",06/18/2025,09/30/2028,"Delivery Order, Cost Plus Fixed Fee","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College",$0,"$-493,193",541715,,,,Electra uhf proximity-link payload for the MAVEN project (40-13422)
2025,CA,CA-28,California Institute Of Technology,80NM0018F0797,Modification P00034,NOJMO - NASA Office of JPL Management and Oversight,"PASADENA, CA (District 28)",08/06/2025,09/30/2026,"Delivery Order, Cost Plus Fixed Fee","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College","$109,863",$0,541715,,,,JPL technical support to the MAVEN project (40-15537)
2025,CA,CA-28,California Institute Of Technology,80NM0022F0057,Modification P00013,NOJMO - NASA Office of JPL Management and Oversight,"PASADENA, CA (District 28)",08/07/2025,03/01/2026,"Delivery Order, Cost Plus Fixed Fee","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College","$318,095",$0,541715,,,,Ind support of MAVEN (91-203892)
