Year,State,District,Contractor,Contract,Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2025,CA,CA-12,"Regents Of The University Of California, The",80GSFC21C0059,Modification P00025,GSFC - Goddard Space Flight Center,"BERKELEY, CA (District 12)",04/30/2025,09/30/2027,"Definitive Contract, Cost No Fee","Educational - 1862 Land Grant College, Educational Institution, Minority Institution, Other Not For Profit Organization",$0,$0,541715,,NNH19ZDA011O,,"Removal/update clauses iaw e.o. 14148, 14057, 14173 and 14168. the Compton Spectrometer and Imager (COSI)"
2025,MD,MD-03,"Johns Hopkins University Applied Physics Laboratory Llc, The",80MSFC23F0006,Modification P00004,MSFC - Marshall Space Flight Center,"LAUREL, MD (District 03)",03/31/2025,09/30/2025,"Delivery Order, Cost Plus Fixed Fee","Non-Profit Institutions - Limited Liability Corporation, Other Not For Profit Organization","$10,000",$0,541715,,80MSFC20D0004,,"Compton Spectrometer and Imager (COSI) Standing Review Board (SRB) thermal support task order issued under 80msfc20d0004 aerospace research, development and engineering support (ardes) II."
